"0","16777215","-","-","-","-","-","-","-","-"
"16777216","16777471","US","United States","California","Los Angeles","34.05223","-118.24368","90001","-07:00","1","213/310/424/323","86"
"16777472","16778239","CN","China","Fujian","Fuzhou","26.06139","119.30611","350004","+08:00","86","0591","11"
"16778240","16779263","AU","Australia","Victoria","Melbourne","-37.814","144.96332","8010","+10:00","61","03","13"
"16779264","16781311","CN","China","Guangdong","Guangzhou","23.11667","113.25","510140","+08:00","86","020","11"
"16781312","16785407","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","160-0021","+09:00","81","042","36"
"16785408","16793599","CN","China","Guangdong","Guangzhou","23.11667","113.25","510140","+08:00","86","020","11"
"16793600","16797695","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16797696","16797951","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16797952","16798207","JP","Japan","Tottori","Kurayoshi","35.433","133.817","682-0021","+09:00","81","085","22"
"16798208","16798463","JP","Japan","Shimane","Matsue","35.467","133.05","690-0015","+09:00","81","085","1"
"16798464","16798719","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16798720","16798975","JP","Japan","Tottori","Tottori","35.5","134.233","680-0805","+09:00","81","085","7"
"16798976","16799231","JP","Japan","Tottori","Kurayoshi","35.433","133.817","682-0021","+09:00","81","085","22"
"16799232","16799999","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16800000","16800255","JP","Japan","Tottori","Kurayoshi","35.433","133.817","682-0021","+09:00","81","085","22"
"16800256","16800511","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16800512","16800767","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16800768","16801023","JP","Japan","Shimane","Izumo","35.367","132.767","693-0044","+09:00","81","085","8"
"16801024","16801279","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16801280","16801535","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16801536","16802047","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16802048","16802303","JP","Japan","Shimane","Matsue","35.467","133.05","690-0015","+09:00","81","085","1"
"16802304","16802559","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16802560","16802815","JP","Japan","Tottori","Tottori","35.5","134.233","680-0805","+09:00","81","085","7"
"16802816","16803071","JP","Japan","Shimane","Izumo","35.367","132.767","693-0044","+09:00","81","085","8"
"16803072","16803327","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16803328","16803583","JP","Japan","Yamaguchi","Yamaguchi","34.183","131.467","754-0893","+09:00","81","083","129"
"16803584","16803839","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16803840","16804095","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16804096","16804351","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16804352","16804607","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16804608","16804863","JP","Japan","Shimane","Izumo","35.367","132.767","693-0044","+09:00","81","085","8"
"16804864","16805119","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16805120","16805375","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16805376","16805631","JP","Japan","Shimane","Yasugi","35.42833","133.25361","692-0001","+09:00","81","085","5"
"16805632","16805887","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16805888","16806143","JP","Japan","Shimane","Izumo","35.367","132.767","693-0044","+09:00","81","085","8"
"16806144","16806655","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16806656","16806911","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16806912","16807167","JP","Japan","Yamaguchi","Yamaguchi","34.183","131.467","754-0893","+09:00","81","083","129"
"16807168","16807423","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16807424","16807679","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16807680","16807935","JP","Japan","Shimane","Izumo","35.367","132.767","693-0044","+09:00","81","085","8"
"16807936","16808191","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16808192","16808447","JP","Japan","Tottori","Kurayoshi","35.433","133.817","682-0021","+09:00","81","085","22"
"16808448","16808703","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16808704","16808959","JP","Japan","Yamaguchi","Iwakuni","34.15","132.183","740-0304","+09:00","81","083","41"
"16808960","16809215","JP","Japan","Tottori","Yonago","35.433","133.333","683-0846","+09:00","81","085","5"
"16809216","16809471","JP","Japan","Tottori","Tottori","35.5","134.233","680-0805","+09:00","81","085","7"
"16809472","16809727","JP","Japan","Hiroshima","Hiroshima","34.38528","132.45528","732-0057","+09:00","81","082","13"
"16809728","16809983","JP","Japan","Okayama","Okayama","34.65","133.917","700-0824","+09:00","81","086","2"
"16809984","16810239","TH","Thailand","Chiang Mai","Chiang Mai","18.79038","98.98468","50000","+07:00","66","053","314"
"16810240","16810751","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16810752","16811007","TH","Thailand","Songkhla","Songkhla","7.19882","100.5951","90190","+07:00","66","074","12"
"16811008","16811263","TH","Thailand","Ang Thong","Wiset Chaichan","14.5945","100.33825","14110","+07:00","66","035","10"
"16811264","16811519","TH","Thailand","Phra Nakhon Si Ayutthaya","Bang Ban","14.37394","100.48528","13250","+07:00","66","035","10"
"16811520","16811775","TH","Thailand","Saraburi","Wihan Daeng","14.34586","100.98942","18150","+07:00","66","036","10"
"16811776","16812031","TH","Thailand","Ang Thong","Wiset Chaichan","14.5945","100.33825","14110","+07:00","66","035","10"
"16812032","16812287","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16812288","16812543","TH","Thailand","Suphan Buri","Song Phi Nong","14.22408","100.02094","72110","+07:00","66","035","8"
"16812544","16813055","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16813056","16813311","TH","Thailand","Maha Sarakham","Kosum Phisai","16.24858","103.06739","44140","+07:00","66","043","159"
"16813312","16813567","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16813568","16813823","TH","Thailand","Samut Songkhram","Samut Songkhram","13.41456","100.00264","75000","+07:00","66","034","7"
"16813824","16814079","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16814080","16814335","TH","Thailand","Chumphon","Chumphon","10.5","99.16667","86140","+07:00","66","077","10"
"16814336","16814591","TH","Thailand","Satun","Satun","6.62314","100.06676","91130","+07:00","66","074","10"
"16814592","16814847","TH","Thailand","Chumphon","Chumphon","10.5","99.16667","86140","+07:00","66","077","10"
"16814848","16815103","TH","Thailand","Krabi","Ko Lanta","7.53362","99.08647","81150","+07:00","66","075","51"
"16815104","16815359","TH","Thailand","Nakhon Si Thammarat","Cha-uat","7.96773","99.99985","80180","+07:00","66","075","8"
"16815360","16815615","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16815616","16815871","TH","Thailand","Phatthalung","Srinagarindra","7.56991","99.94353","93180","+07:00","66","074","53"
"16815872","16816127","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16816128","16816383","TH","Thailand","Satun","Manang","6.99933","99.92161","91160","+07:00","66","074","32"
"16816384","16816639","TH","Thailand","Phatthalung","Phatthalung","7.61786","100.07792","93170","+07:00","66","074","13"
"16816640","16816895","TH","Thailand","Phangnga","Takua Thung","8.38373","98.45123","82130","+07:00","66","076","8"
"16816896","16817151","TH","Thailand","Phangnga","Takua Pa","8.8705","98.34383","82110","+07:00","66","076","10"
"16817152","16817407","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16817408","16817663","TH","Thailand","Surat Thani","Surat Thani","9.14011","99.33311","84150","+07:00","66","077","9"
"16817664","16817919","TH","Thailand","Nakhon Si Thammarat","Cha-uat","7.96773","99.99985","80180","+07:00","66","075","8"
"16817920","16818175","TH","Thailand","Chumphon","Chumphon","10.5","99.16667","86140","+07:00","66","077","10"
"16818176","16818431","TH","Thailand","Nakhon Si Thammarat","Phra Phrom","8.33911","99.90092","80230","+07:00","66","075","16"
"16818432","16818687","TH","Thailand","Nakhon Si Thammarat","Ron Phibun","8.17911","99.85425","80130","+07:00","66","075","30"
"16818688","16818943","TH","Thailand","Nakhon Si Thammarat","Phra Phrom","8.33911","99.90092","80230","+07:00","66","075","16"
"16818944","16819199","TH","Thailand","Nakhon Si Thammarat","Thung Yai","8.30119","99.3661","80240","+07:00","66","075","32"
"16819200","16819455","TH","Thailand","Nakhon Si Thammarat","Ko Pha Ngan","9.75778","100.02914","84280","+07:00","66","075","411"
"16819456","16819711","TH","Thailand","Nakhon Si Thammarat","Ron Phibun","8.17911","99.85425","80130","+07:00","66","075","30"
"16819712","16819967","TH","Thailand","Ranong","Suk Samran","9.34458","98.42903","82150","+07:00","66","077","38"
"16819968","16820223","TH","Thailand","Ranong","Ranong","9.96583","98.63476","85000","+07:00","66","077","36"
"16820224","16820479","TH","Thailand","Chumphon","Chumphon","10.5","99.16667","86140","+07:00","66","077","10"
"16820480","16820735","TH","Thailand","Phangnga","Takua Thung","8.38373","98.45123","82130","+07:00","66","076","8"
"16820736","16820991","TH","Thailand","Phatthalung","Srinagarindra","7.56991","99.94353","93180","+07:00","66","074","53"
"16820992","16821247","TH","Thailand","Phangnga","Takua Thung","8.38373","98.45123","82130","+07:00","66","076","8"
"16821248","16821503","TH","Thailand","Phangnga","Phangnga","8.4509","98.52985","82130","+07:00","66","076","15"
"16821504","16821759","TH","Thailand","Nakhon Si Thammarat","Ron Phibun","8.17911","99.85425","80130","+07:00","66","075","30"
"16821760","16822271","TH","Thailand","Phangnga","Phangnga","8.4509","98.52985","82130","+07:00","66","076","15"
"16822272","16822527","TH","Thailand","Chon Buri","Phatthaya","12.93333","100.88333","76130","+07:00","66","038","10"
"16822528","16822783","TH","Thailand","Chon Buri","Chon Buri","13.3622","100.98345","20160","+07:00","66","038","7"
"16822784","16823039","TH","Thailand","Chachoengsao","Chachoengsao","13.6882","101.07156","24140","+07:00","66","038","6"
"16823040","16823295","TH","Thailand","Chon Buri","Ban Talat Bueng","13.07147","101.00314","20170","+07:00","66","038","42"
"16823296","16823551","TH","Thailand","Rayong","Rayong","12.68095","101.25798","21000","+07:00","66","038","6"
"16823552","16823807","TH","Thailand","Kamphaeng Phet","Khlong Khlung","16.21633","99.71906","62120","+07:00","66","055","61"
"16823808","16824063","TH","Thailand","Chachoengsao","Chachoengsao","13.6882","101.07156","24140","+07:00","66","038","6"
"16824064","16824319","TH","Thailand","Chon Buri","Ban Talat Bueng","13.07147","101.00314","20170","+07:00","66","038","42"
"16824320","16824575","TH","Thailand","Chachoengsao","Chachoengsao","13.6882","101.07156","24140","+07:00","66","038","6"
"16824576","16824831","TH","Thailand","Samut Prakan","Ban Bang Bo","13.58333","100.81667","10560","+07:00","66","02","4"
"16824832","16825087","TH","Thailand","Rayong","Rayong","12.68095","101.25798","21000","+07:00","66","038","6"
"16825088","16825343","TH","Thailand","Prachin Buri","Prachin Buri","14.04992","101.36864","25150","+07:00","66","037","7"
"16825344","16825599","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16825600","16825855","TH","Thailand","Rayong","Pluak Daeng","12.97122","101.21463","21140","+07:00","66","038","57"
"16825856","16826111","TH","Thailand","Nakhon Nayok","Nakhon Nayok","14.20463","101.21295","26000","+07:00","66","037","11"
"16826112","16826367","TH","Thailand","Rayong","Pluak Daeng","12.97122","101.21463","21140","+07:00","66","038","57"
"16826368","16826623","TH","Thailand","Chumphon","Chumphon","10.5","99.16667","86140","+07:00","66","077","10"
"16826624","16826879","TH","Thailand","Krabi","Ko Lanta","7.53362","99.08647","81150","+07:00","66","075","51"
"16826880","16827135","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16827136","16827391","TH","Thailand","Phuket","Thalang","8.0317","98.33408","83110","+07:00","66","076","15"
"16827392","16827647","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16827648","16827903","TH","Thailand","Nakhon Si Thammarat","Cha-uat","7.96773","99.99985","80180","+07:00","66","075","8"
"16827904","16828159","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16828160","16828415","TH","Thailand","Surat Thani","Surat Thani","9.14011","99.33311","84150","+07:00","66","077","9"
"16828416","16828671","TH","Thailand","Chon Buri","Ban Talat Bueng","13.07147","101.00314","20170","+07:00","66","038","42"
"16828672","16828927","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16828928","16829183","TH","Thailand","Nakhon Si Thammarat","Ron Phibun","8.17911","99.85425","80130","+07:00","66","075","30"
"16829184","16829439","TH","Thailand","Nakhon Si Thammarat","Tham Phannara","8.42044","99.39517","80150","+07:00","66","075","57"
"16829440","16829695","TH","Thailand","Uttaradit","Uttaradit","17.62557","100.09421","53140","+07:00","66","055","68"
"16829696","16829951","TH","Thailand","Kamphaeng Phet","Phran Kratai","16.66511","99.58894","62110","+07:00","66","055","67"
"16829952","16830207","TH","Thailand","Phetchabun","Lom Kao","16.88614","101.22894","67120","+07:00","66","056","162"
"16830208","16830463","TH","Thailand","Phetchabun","Phetchabun","16.41904","101.16056","67000","+07:00","66","056","119"
"16830464","16830719","TH","Thailand","Phetchaburi","Cha-am","12.8","99.96667","76120","+07:00","66","032","5"
"16830720","16830975","TH","Thailand","Ratchaburi","Ratchaburi","13.53671","99.81712","70000","+07:00","66","032","8"
"16830976","16831231","TH","Thailand","Saraburi","Wihan Daeng","14.34586","100.98942","18150","+07:00","66","036","10"
"16831232","16831487","TH","Thailand","Saraburi","Muak Lek","14.65287","101.20022","18180","+07:00","66","036","219"
"16831488","16831743","TH","Thailand","Phetchaburi","Cha-am","12.8","99.96667","76120","+07:00","66","032","5"
"16831744","16831999","TH","Thailand","Ratchaburi","Ratchaburi","13.53671","99.81712","70000","+07:00","66","032","8"
"16832000","16832255","TH","Thailand","Pattani","Pattani","6.86814","101.25009","94170","+07:00","66","073","9"
"16832256","16832511","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16832512","16833279","TH","Thailand","Nakhon Si Thammarat","Ron Phibun","8.17911","99.85425","80130","+07:00","66","075","30"
"16833280","16833535","TH","Thailand","Nakhon Si Thammarat","Lan Saka","8.37097","99.80564","80230","+07:00","66","075","42"
"16833536","16833791","TH","Thailand","Nakhon Si Thammarat","Pak Phanang","8.35109","100.20195","80140","+07:00","66","075","5"
"16833792","16834047","TH","Thailand","Surat Thani","Chaiya","9.38624","99.19861","84110","+07:00","66","077","9"
"16834048","16834559","TH","Thailand","Surat Thani","Ko Samui","9.53567","99.93567","84140","+07:00","66","077","5"
"16834560","16834815","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16834816","16835327","TH","Thailand","Phuket","Thalang","8.0317","98.33408","83110","+07:00","66","076","15"
"16835328","16835583","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16835584","16835839","TH","Thailand","Phuket","Thalang","8.0317","98.33408","83110","+07:00","66","076","15"
"16835840","16836095","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16836096","16836351","TH","Thailand","Phuket","Thalang","8.0317","98.33408","83110","+07:00","66","076","15"
"16836352","16838399","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16838400","16838655","TH","Thailand","Phuket","Thalang","8.0317","98.33408","83110","+07:00","66","076","15"
"16838656","16838911","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16838912","16839167","TH","Thailand","Phatthalung","Kong Ra","7.40272","99.94972","93180","+07:00","66","074","57"
"16839168","16839423","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16839424","16839679","TH","Thailand","Surat Thani","Surat Thani","9.14011","99.33311","84150","+07:00","66","077","9"
"16839680","16839935","TH","Thailand","Kalasin","Somdet","16.70462","103.74934","46150","+07:00","66","043","198"
"16839936","16840191","TH","Thailand","Trang","Trang","7.55633","99.61141","92160","+07:00","66","075","27"
"16840192","16840447","TH","Thailand","Phatthalung","Srinagarindra","7.56991","99.94353","93180","+07:00","66","074","53"
"16840448","16840703","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16840704","16840959","TH","Thailand","Yala","Betong","5.77434","101.07231","95110","+07:00","66","073","271"
"16840960","16841471","TH","Thailand","Narathiwat","Rueso","6.39364","101.51847","96150","+07:00","66","073","37"
"16841472","16842239","TH","Thailand","Songkhla","Hat Yai","7.00836","100.47668","90110","+07:00","66","074","11"
"16842240","16842495","TH","Thailand","Songkhla","Rattaphum","7.13478","100.25647","90110","+07:00","66","074","32"
"16842496","16842751","TH","Thailand","Songkhla","Hat Yai","7.00836","100.47668","90110","+07:00","66","074","11"
"16842752","16843007","CN","China","Fujian","Fuzhou","26.06139","119.30611","350004","+08:00","86","0591","11"
"16843008","16843008","US","United States","California","Los Angeles","34.05223","-118.24368","90001","-07:00","1","213/310/424/323","86"
"16843009","16843009","HK","Hong Kong","Hong Kong","Hong Kong","22.28552","114.15769","-","+08:00","852","02522","4"
"16843010","16843263","US","United States","California","Los Angeles","34.05223","-118.24368","90001","-07:00","1","213/310/424/323","86"
"16843264","16844799","CN","China","Fujian","Fuzhou","26.06139","119.30611","350004","+08:00","86","0591","11"
"16844800","16845055","CN","China","Shanghai","Shanghai","31.22222","121.45806","200020","+08:00","86","021","11"
"16845056","16859135","CN","China","Guangdong","Guangzhou","23.11667","113.25","510140","+08:00","86","020","11"
"16859136","16875519","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","160-0021","+09:00","81","042","36"
"16875520","16875775","TH","Thailand","Nong Khai","Sangkhom","18.06389","102.27364","43130","+07:00","66","042","180"
"16875776","16876031","TH","Thailand","Khon Kaen","Khon Kaen","16.44671","102.833","40270","+07:00","66","043","166"
"16876032","16876287","TH","Thailand","Nong Khai","Nong Khai","17.87847","102.742","43110","+07:00","66","042","167"
"16876288","16876543","TH","Thailand","Nakhon Phanom","Si Songkhram","17.62745","104.2507","48150","+07:00","66","042","161"
"16876544","16876799","TH","Thailand","Nong Khai","Sa Khrai","17.67544","102.7507","43110","+07:00","66","042","173"
"16876800","16877055","TH","Thailand","Khon Kaen","Khon Kaen","16.44671","102.833","40270","+07:00","66","043","166"
"16877056","16877311","TH","Thailand","Nong Khai","Nong Khai","17.87847","102.742","43110","+07:00","66","042","167"
"16877312","16877567","TH","Thailand","Loei","Erawan","17.30181","101.95382","42240","+07:00","66","042","357"
"16877568","16877823","TH","Thailand","Nakhon Phanom","Pla Pak","17.18064","104.52606","48160","+07:00","66","042","163"
"16877824","16878079","TH","Thailand","Nakhon Phanom","Ban Phaeng","17.96507","104.21534","48140","+07:00","66","042","153"
"16878080","16878335","TH","Thailand","Nakhon Phanom","Si Songkhram","17.62745","104.2507","48150","+07:00","66","042","161"
"16878336","16878591","TH","Thailand","Nakhon Phanom","Nakhon Phanom","17.41081","104.77856","48000","+07:00","66","042","150"
"16878592","16878847","TH","Thailand","Pattani","Mayo","6.71864","101.40983","94000","+07:00","66","073","18"
"16878848","16879103","TH","Thailand","Chanthaburi","Khlung","12.45467","102.22142","22110","+07:00","66","039","7"
"16879104","16879359","TH","Thailand","Maha Sarakham","Wapi Pathum","15.84523","103.37678","44120","+07:00","66","043","146"
"16879360","16879615","TH","Thailand","Sukhothai","Si Samrong","17.164","99.86222","64120","+07:00","66","055","58"
"16879616","16879871","TH","Thailand","Nakhon Phanom","Si Songkhram","17.62745","104.2507","48150","+07:00","66","042","161"
"16879872","16880127","TH","Thailand","Udon Thani","Nong Han","17.36083","103.10533","41380","+07:00","66","042","173"
"16880128","16880383","TH","Thailand","Loei","Loei","17.49052","101.72749","42000","+07:00","66","042","245"
"16880384","16880639","TH","Thailand","Bueng Kan","Phon Charoen","18.0314","103.71","-","+07:00","66","042","166"
"16880640","16881407","TH","Thailand","Songkhla","Hat Yai","7.00836","100.47668","90110","+07:00","66","074","11"
"16881408","16881663","TH","Thailand","Narathiwat","Tak Bai","6.25947","102.05461","96110","+07:00","66","073","7"
"16881664","16881919","TH","Thailand","Surat Thani","Koh Tao","10.09808","99.83809","84280","+07:00","66","077","99"
"16881920","16882175","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16882176","16882431","TH","Thailand","Phangnga","Kapong","8.69697","98.40914","82160","+07:00","66","076","27"
"16882432","16882687","TH","Thailand","Satun","Manang","6.99933","99.92161","91160","+07:00","66","074","32"
"16882688","16882943","TH","Thailand","Phuket","Phuket","7.89059","98.3981","83120","+07:00","66","076","24"
"16882944","16883199","TH","Thailand","Phangnga","Takua Thung","8.38373","98.45123","82130","+07:00","66","076","8"
"16883200","16883455","TH","Thailand","Surat Thani","Ko Samui","9.53567","99.93567","84140","+07:00","66","077","5"
"16883456","16883711","TH","Thailand","Satun","Manang","6.99933","99.92161","91160","+07:00","66","074","32"
"16883712","16883967","TH","Thailand","Nan","Pua","19.17503","100.91622","55120","+07:00","66","054","287"
"16883968","16884223","TH","Thailand","Nan","Na Muen","18.19","100.65847","55180","+07:00","66","054","363"
"16884224","16884479","TH","Thailand","Chiang Mai","San Pa Tong","18.62828","98.89572","50120","+07:00","66","053","300"
"16884480","16884735","TH","Thailand","Lamphun","Mae Tha","18.46456","99.14026","51140","+07:00","66","053","405"
"16884736","16884991","TH","Thailand","Chiang Mai","San Pa Tong","18.62828","98.89572","50120","+07:00","66","053","300"
"16884992","16885247","TH","Thailand","Chiang Mai","Pai","19.36168","98.43973","58130","+07:00","66","053","510"
"16885248","16885759","TH","Thailand","Lamphun","Lamphun","18.58054","99.00745","51000","+07:00","66","053","295"
"16885760","16886015","TH","Thailand","Chiang Rai","Chiang Rai","19.90858","99.8325","57000","+07:00","66","053","399"
"16886016","16886271","TH","Thailand","Phrae","Long","18.07606","99.83256","54150","+07:00","66","054","141"
"16886272","16886527","TH","Thailand","Chiang Mai","Pai","19.36168","98.43973","58130","+07:00","66","053","510"
"16886528","16886783","TH","Thailand","Nan","Na Muen","18.19","100.65847","55180","+07:00","66","054","363"
"16886784","16887039","TH","Thailand","Lamphun","Ban Thi","18.63186","99.11661","50130","+07:00","66","053","309"
"16887040","16887295","TH","Thailand","Chiang Mai","Chiang Mai","18.79038","98.98468","50000","+07:00","66","053","314"
"16887296","16887551","TH","Thailand","Chiang Rai","Wiang Chiang Rung","20.01328","100.05639","57340","+07:00","66","053","387"
"16887552","16887807","TH","Thailand","Lamphun","Mae Tha","18.46456","99.14026","51140","+07:00","66","053","405"
"16887808","16888063","TH","Thailand","Pathum Thani","Khlong Luang","14.06467","100.64578","12120","+07:00","66","02","7"
"16888064","16888575","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16888576","16888831","TH","Thailand","Phra Nakhon Si Ayutthaya","Ban Bang Kadi Pathum Thani","13.99904","100.54962","12160","+07:00","66","035","4"
"16888832","16889087","TH","Thailand","Surin","Surin","14.88181","103.49364","31160","+07:00","66","044","149"
"16889088","16889343","TH","Thailand","Ubon Ratchathani","Ubon Ratchathani","15.22483","104.85289","33130","+07:00","66","045","116"
"16889344","16889855","TH","Thailand","Surin","Surin","14.88181","103.49364","31160","+07:00","66","044","149"
"16889856","16890367","TH","Thailand","Udon Thani","Sang Khom","17.82649","103.09262","43120","+07:00","66","042","172"
"16890368","16890623","TH","Thailand","Roi Et","Roi Et","16.0567","103.65309","45000","+07:00","66","043","149"
"16890624","16890879","TH","Thailand","Roi Et","Ban Selaphum","16.01667","103.95","45170","+07:00","66","043","133"
"16890880","16891135","TH","Thailand","Samut Prakan","Ban Bang Bo","13.58333","100.81667","10560","+07:00","66","02","4"
"16891136","16891391","TH","Thailand","Nakhon Nayok","Nakhon Nayok","14.20463","101.21295","26000","+07:00","66","037","11"
"16891392","16891903","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"16891904","16892159","TH","Thailand","Mukdahan","Mukdahan","16.54531","104.72351","49160","+07:00","66","042","144"
"16892160","16892671","TH","Thailand","Nakhon Phanom","Si Songkhram","17.62745","104.2507","48150","+07:00","66","042","161"
"16892672","16893183","TH","Thailand","Nong Khai","Sa Khrai","17.67544","102.7507","43110","+07:00","66","042","173"
"16893184","16893439","TH","Thailand","Udon Thani","Sang Khom","17.82649","103.09262","43120","+07:00","66","042","172"
"16893440","16893695","TH","Thailand","Kalasin","Kalasin","16.43281","103.50658","46000","+07:00","66","043","150"
"16893696","16893951","TH","Thailand","Nong Khai","Tha Bo","17.85003","102.58139","43110","+07:00","66","042","181"
"16893952","16894207","TH","Thailand","Sakon Nakhon","Phon Na Kaeo","17.22122","104.28994","47210","+07:00","66","042","180"
"16894208","16894463","TH","Thailand","Nakhon Phanom","Si Songkhram","17.62745","104.2507","48150","+07:00","66","042","161"
"16894464","16894719","TH","Thailand","Sakon Nakhon","Phon Na Kaeo","17.22122","104.28994","47210","+07:00","66","042","180"
"16894720","16894975","TH","Thailand","Udon Thani","Sang Khom","17.82649","103.09262","43120","+07:00","66","042","172"
"16894976","16895487","TH","Thailand","Sakon Nakhon","Sawang Daen Din","17.47531","103.45753","47110","+07:00","66","042","169"
"16895488","16895743","TH","Thailand","Khon Kaen","Khon Kaen","16.44671","102.833","40270","+07:00","66","043","166"
"16895744","16895999","TH","Thailand","Kalasin","Don Chan","16.45711","103.69558","46230","+07:00","66","043","174"
"16896000","16896255","TH","Thailand","Sakon Nakhon","Sakon Nakhon","17.16116","104.14725","47260","+07:00","66","042","165"
"16896256","16896511","TH","Thailand","Udon Thani","Sang Khom","17.82649","103.09262","43120","+07:00","66","042","172"
"16896512","16896767","TH","Thailand","Kalasin","Yang Talat","16.39982","103.36785","46120","+07:00","66","043","148"
"16896768","16897023","TH","Thailand","Khon Kaen","Khon Kaen","16.44671","102.833","40270","+07:00","66","043","166"
"16897024","16897279","TH","Thailand","Loei","Loei","17.49052","101.72749","42000","+07:00","66","042","245"
"16897280","16897535","TH","Thailand","Sakon Nakhon","Phon Na Kaeo","17.22122","104.28994","47210","+07:00","66","042","180"
"16897536","16898047","TH","Thailand","Nong Khai","Tha Bo","17.85003","102.58139","43110","+07:00","66","042","181"
"16898048","16898303","TH","Thailand","Ubon Ratchathani","Ubon Ratchathani","15.22483","104.85289","33130","+07:00","66","045","116"
"16898304","16898559","TH","Thailand","Yasothon","Pa Tio","15.83156","104.38644","35150","+07:00","66","045","141"
"16898560","16898815","TH","Thailand","Ubon Ratchathani","Ubon Ratchathani","15.22483","104.85289","33130","+07:00","66","045","116"
