"4294967296","281470681743359","-","-","-","-","-","-","-","-"
"281470699872000","281470699872255","TH","Thailand","Bueng Kan","Ban Wisit","18.3771","103.636","-","+07:00","66","042","160"
"281470699872256","281470699872511","TH","Thailand","Nong Khai","Sa Khrai","17.67544","102.7507","43110","+07:00","66","042","173"
"281470699872512","281470699872767","TH","Thailand","Sakon Nakhon","Wanon Niwat","17.63391","103.75241","47120","+07:00","66","042","165"
"281470699872768","281470699873023","TH","Thailand","Ubon Ratchathani","Ubon Ratchathani","15.22483","104.85289","33130","+07:00","66","045","116"
"281470699873024","281470699873279","TH","Thailand","Chiang Mai","San Pa Tong","18.62828","98.89572","50120","+07:00","66","053","300"
"281470699873280","281470699873535","TH","Thailand","Pattani","Pattani","6.86814","101.25009","94170","+07:00","66","073","9"
"281470699873536","281470699873791","TH","Thailand","Chon Buri","Phan Thong","13.46804","101.09532","20160","+07:00","66","038","5"
"281470699873792","281470699874047","TH","Thailand","Phra Nakhon Si Ayutthaya","Wang Noi","14.22689","100.7155","13170","+07:00","66","035","4"
"281470699874048","281470699874303","TH","Thailand","Saraburi","Wihan Daeng","14.34586","100.98942","18150","+07:00","66","036","10"
"281470699874304","281470699874559","TH","Thailand","Loei","Loei","17.49052","101.72749","42000","+07:00","66","042","245"
"281470699874560","281470699874815","TH","Thailand","Nakhon Nayok","Nakhon Nayok","14.20463","101.21295","26000","+07:00","66","037","11"
"281470699874816","281470699875071","TH","Thailand","Lop Buri","Lop Buri","14.79808","100.65397","15000","+07:00","66","036","19"
"281470699875072","281470699875327","TH","Thailand","Si Sa Ket","Khun Han","14.61739","104.42506","33150","+07:00","66","045","163"
"281470699875328","281470699875583","TH","Thailand","Chon Buri","Ban Talat Bueng","13.07147","101.00314","20170","+07:00","66","038","42"
"281470699875584","281470699875839","TH","Thailand","Rayong","Rayong","12.68095","101.25798","21000","+07:00","66","038","6"
"281470699875840","281470699876095","TH","Thailand","Chachoengsao","Phanom Sarakham","13.74787","101.3553","24120","+07:00","66","038","10"
"281470699876096","281470699876351","TH","Thailand","Chon Buri","Ban Talat Bueng","13.07147","101.00314","20170","+07:00","66","038","42"
"281470699876352","281470699876607","TH","Thailand","Sa Kaeo","Wang Nam Yen","13.50325","102.18115","27120","+07:00","66","037","111"
"281470699876608","281470699876863","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699876864","281470699877119","TH","Thailand","Nong Khai","Sa Khrai","17.67544","102.7507","43110","+07:00","66","042","173"
"281470699877120","281470699877375","TH","Thailand","Sa Kaeo","Watthana Nakhon","13.74462","102.31863","27120","+07:00","66","037","73"
"281470699877376","281470699877631","TH","Thailand","Maha Sarakham","Wapi Pathum","15.84523","103.37678","44120","+07:00","66","043","146"
"281470699877632","281470699878143","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699878144","281470699878399","TH","Thailand","Prachin Buri","Na Di","14.11517","101.78189","25220","+07:00","66","037","29"
"281470699878400","281470699878655","TH","Thailand","Nakhon Si Thammarat","Bang Khan","8.02689","99.47372","80360","+07:00","66","075","63"
"281470699878656","281470699879423","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699879424","281470699879679","TH","Thailand","Nakhon Pathom","Salaya","13.802","100.32111","11140","+07:00","66","034","5"
"281470699879680","281470699879935","TH","Thailand","Phrae","Sung Men","18.05161","100.11161","54130","+07:00","66","054","159"
"281470699879936","281470699880191","TH","Thailand","Maha Sarakham","Wapi Pathum","15.84523","103.37678","44120","+07:00","66","043","146"
"281470699880192","281470699880447","TH","Thailand","Nan","Pua","19.17503","100.91622","55120","+07:00","66","054","287"
"281470699880448","281470699880703","TH","Thailand","Prachuap Khiri Khan","Prachuap Khiri Khan","11.82098","99.7841","77180","+07:00","66","032","9"
"281470699880704","281470699880959","TH","Thailand","Chachoengsao","Bang Pakong","13.54297","100.99333","24130","+07:00","66","038","4"
"281470699880960","281470699881215","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699881216","281470699881471","TH","Thailand","Phetchabun","Phetchabun","16.41904","101.16056","67000","+07:00","66","056","119"
"281470699881472","281470699881983","TH","Thailand","Lop Buri","Lop Buri","14.79808","100.65397","15000","+07:00","66","036","19"
"281470699881984","281470699882239","TH","Thailand","Phayao","Chun","19.33694","100.13478","56150","+07:00","66","054","401"
"281470699882240","281470699882495","TH","Thailand","Nakhon Sawan","Nakhon Sawan","15.70472","100.13717","60000","+07:00","66","056","31"
"281470699882496","281470699882751","TH","Thailand","Yala","Yala","6.53995","101.28128","95000","+07:00","66","073","24"
"281470699882752","281470699883007","TH","Thailand","Chiang Rai","Chiang Rai","19.90858","99.8325","57000","+07:00","66","053","399"
"281470699883008","281470699883263","TH","Thailand","Rayong","Ban Chang","12.72543","101.0553","21130","+07:00","66","038","48"
"281470699883264","281470699883519","TH","Thailand","Nakhon Si Thammarat","Tha Sala","8.66733","99.93078","80160","+07:00","66","075","9"
"281470699883520","281470699883775","TH","Thailand","Roi Et","Mueang Suang","15.82192","103.72884","45220","+07:00","66","043","156"
"281470699883776","281470699884031","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699884032","281470699884287","TH","Thailand","Kanchanaburi","Sai Yok","14.1194","99.14206","71150","+07:00","66","034","60"
"281470699884288","281470699884543","TH","Thailand","Nakhon Nayok","Nakhon Nayok","14.20463","101.21295","26000","+07:00","66","037","11"
"281470699884544","281470699884799","TH","Thailand","Yala","Ka Bang","6.41536","101.05456","95120","+07:00","66","073","78"
"281470699884800","281470699885055","TH","Thailand","Loei","Wang Saphung","17.30097","101.7685","42130","+07:00","66","042","254"
"281470699885056","281470699885311","TH","Thailand","Samut Songkhram","Samut Songkhram","13.41456","100.00264","75000","+07:00","66","034","7"
"281470699885312","281470699885567","TH","Thailand","Ratchaburi","Photharam","13.69234","99.84969","70120","+07:00","66","032","12"
"281470699885568","281470699885823","TH","Thailand","Nakhon Si Thammarat","Phra Phrom","8.33911","99.90092","80230","+07:00","66","075","16"
"281470699885824","281470699886079","TH","Thailand","Pathum Thani","Ban Lam Luk Ka","13.97738","100.77776","12150","+07:00","66","02","5"
"281470699886080","281470699886335","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699886336","281470699886591","TH","Thailand","Lamphun","Mae Tha","18.46456","99.14026","51140","+07:00","66","053","405"
"281470699886592","281470699886847","TH","Thailand","Nakhon Si Thammarat","Ko Pha Ngan","9.75778","100.02914","84280","+07:00","66","075","411"
"281470699886848","281470699887103","TH","Thailand","Chachoengsao","Bang Pakong","13.54297","100.99333","24130","+07:00","66","038","4"
"281470699887104","281470699887359","TH","Thailand","Samut Songkhram","Bang Khon Thi","13.46906","99.94021","75120","+07:00","66","034","6"
"281470699887360","281470699887615","TH","Thailand","Nan","Na Muen","18.19","100.65847","55180","+07:00","66","054","363"
"281470699887616","281470699887871","TH","Thailand","Phetchaburi","Ban Laem","13.20468","99.97958","76110","+07:00","66","032","6"
"281470699887872","281470699888127","TH","Thailand","Rayong","Ban Chang","12.72543","101.0553","21130","+07:00","66","038","48"
"281470699888128","281470699888383","TH","Thailand","Maha Sarakham","Chiang Yuen","16.41042","103.09768","44160","+07:00","66","043","176"
"281470699888384","281470699888639","TH","Thailand","Chon Buri","Ko Chan","13.41658","101.33458","20140","+07:00","66","038","38"
"281470699888640","281470699888895","TH","Thailand","Nakhon Si Thammarat","Pak Phanang","8.35109","100.20195","80140","+07:00","66","075","5"
"281470699888896","281470699889151","TH","Thailand","Pattani","Pattani","6.86814","101.25009","94170","+07:00","66","073","9"
"281470699889152","281470699889407","TH","Thailand","Phetchaburi","Khao Yoi","13.24025","99.82428","76140","+07:00","66","032","19"
"281470699889408","281470699889663","TH","Thailand","Saraburi","Kaeng Khoi","14.58617","100.99758","18110","+07:00","66","036","22"
"281470699889664","281470699889919","TH","Thailand","Narathiwat","Narathiwat","6.42639","101.82308","96130","+07:00","66","073","9"
"281470699889920","281470699890175","TH","Thailand","Ratchaburi","Photharam","13.69234","99.84969","70120","+07:00","66","032","12"
"281470699890176","281470699890431","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699890432","281470699890687","TH","Thailand","Yala","Yala","6.53995","101.28128","95000","+07:00","66","073","24"
"281470699890688","281470699890943","TH","Thailand","Nakhon Pathom","Nakhon Pathom","13.8196","100.04427","73170","+07:00","66","034","10"
"281470699890944","281470699891199","TH","Thailand","Pattani","Nong Chik","6.84356","101.17803","94170","+07:00","66","073","5"
"281470699891200","281470699891455","TH","Thailand","Ranong","Ranong","9.96583","98.63476","85000","+07:00","66","077","36"
"281470699891456","281470699891711","TH","Thailand","Nakhon Ratchasima","Kham Thale So","14.96083","101.94789","30280","+07:00","66","044","210"
"281470699891712","281470699891967","TH","Thailand","Maha Sarakham","Maha Sarakham","16.18483","103.30067","44150","+07:00","66","043","154"
"281470699891968","281470699892223","TH","Thailand","Phitsanulok","Phitsanulok","16.82481","100.25858","65000","+07:00","66","055","50"
"281470699892224","281470699892479","TH","Thailand","Songkhla","Khuan Niang","7.19138","100.35355","90110","+07:00","66","074","13"
"281470699892480","281470699892735","TH","Thailand","Chiang Mai","Mae Chaem","18.49926","98.36494","50270","+07:00","66","053","476"
"281470699892736","281470699892991","TH","Thailand","Lop Buri","Lop Buri","14.79808","100.65397","15000","+07:00","66","036","19"
"281470699892992","281470699893247","TH","Thailand","Nakhon Pathom","Kamphaeng Saen","13.9977","99.99215","73130","+07:00","66","034","11"
"281470699893248","281470699893503","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699893504","281470699893759","TH","Thailand","Lop Buri","Lop Buri","14.79808","100.65397","15000","+07:00","66","036","19"
"281470699893760","281470699894015","TH","Thailand","Prachuap Khiri Khan","Prachuap Khiri Khan","11.82098","99.7841","77180","+07:00","66","032","9"
"281470699894016","281470699894271","TH","Thailand","Phichit","Bueng Na Rang","16.1712","100.12531","66130","+07:00","66","056","37"
"281470699894272","281470699894527","TH","Thailand","Nakhon Si Thammarat","Phra Phrom","8.33911","99.90092","80230","+07:00","66","075","16"
"281470699894528","281470699894783","TH","Thailand","Phetchabun","Lom Kao","16.88614","101.22894","67120","+07:00","66","056","162"
"281470699894784","281470699895039","TH","Thailand","Prachuap Khiri Khan","Prachuap Khiri Khan","11.82098","99.7841","77180","+07:00","66","032","9"
"281470699895040","281470699895295","TH","Thailand","Surin","Surin","14.88181","103.49364","31160","+07:00","66","044","149"
"281470699895296","281470699895551","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.75","100.51667","10200","+07:00","66","02","10"
"281470699895552","281470699895807","TH","Thailand","Nakhon Ratchasima","Pak Chong","14.70802","101.41614","30130","+07:00","66","044","308"
"281470699895808","281470699896063","TH","Thailand","Nakhon Si Thammarat","Nakhon Si Thammarat","8.43333","99.96667","80230","+07:00","66","075","7"
"281470699896064","281470699896319","TH","Thailand","Nakhon Pathom","Sam Phran","13.72698","100.21526","73110","+07:00","66","034","6"
"281470699896320","281470699896831","TH","Thailand","Samut Prakan","Ban Bang Bo","13.58333","100.81667","10560","+07:00","66","02","4"
"281470699896832","281470699898111","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","105-0004","+09:00","81","042","36"
"281470699898112","281470699900415","JP","Japan","Kochi","Aki","33.5","133.9","784-0033","+09:00","81","088","8"
"281470699900416","281470699902463","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699902464","281470699905279","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","105-0004","+09:00","81","042","36"
"281470699905280","281470699906303","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699906304","281470699907071","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699907072","281470699907327","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699907328","281470699907583","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699907584","281470699907839","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","105-0004","+09:00","81","042","36"
"281470699907840","281470699908095","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699908096","281470699911167","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699911168","281470699911423","JP","Japan","Kochi","Aki","33.5","133.9","784-0033","+09:00","81","088","8"
"281470699911424","281470699911679","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699911680","281470699911935","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699911936","281470699912447","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699912448","281470699914239","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699914240","281470699914495","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699914496","281470699916031","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699916032","281470699916287","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699916288","281470699920383","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699920384","281470699927295","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699927296","281470699929599","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699929600","281470699935743","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699935744","281470699939583","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699939584","281470699939839","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699939840","281470699941887","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699941888","281470699947007","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699947008","281470699950079","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699950080","281470699962367","JP","Japan","Tokyo","Tokyo","35.689506","139.6917","214-0021","+09:00","81","042","36"
"281470699962368","281470699963135","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699963136","281470699963391","IN","India","Maharashtra","Pune","18.51957","73.85535","412415","+05:30","91","020","557"
"281470699963392","281470699963647","IN","India","Gujarat","Ahmedabad","23.03333","72.61667","380028","+05:30","91","079","51"
"281470699963648","281470699963903","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699963904","281470699964159","IN","India","Uttar Pradesh","Allahabad","25.45","81.85","211014","+05:30","91","0532","99"
"281470699964160","281470699964415","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699964416","281470699964671","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699964672","281470699964927","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699964928","281470699965183","IN","India","Uttar Pradesh","Benares","25.33333","83","221010","+05:30","91","0542","77"
"281470699965184","281470699965439","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699965440","281470699965951","IN","India","Gujarat","Ahmedabad","23.03333","72.61667","380028","+05:30","91","079","51"
"281470699965952","281470699966463","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699966464","281470699966719","IN","India","Andhra Pradesh","Vishakhapatnam","17.69004","83.20925","531026","+05:30","91","0891","37"
"281470699966720","281470699967231","IN","India","Andhra Pradesh","Bhimunipatnam","17.88333","83.43333","531270","+05:30","91","098","70"
"281470699967232","281470699967487","IN","India","Andhra Pradesh","Vishakhapatnam","17.69004","83.20925","531026","+05:30","91","0891","37"
"281470699967488","281470699968511","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699968512","281470699969023","IN","India","Tamil Nadu","Coimbatore","11","76.96667","641110","+05:30","91","0422","417"
"281470699969024","281470699969279","IN","India","Madhya Pradesh","Indore","22.71792","75.8333","453463","+05:30","91","0731","548"
"281470699969280","281470699969535","IN","India","Gujarat","Rajkot","22.3","70.78333","383235","+05:30","91","0281","138"
"281470699969536","281470699969791","IN","India","Delhi","New Delhi","28.63576","77.22445","110001","+05:30","91","011","214"
"281470699969792","281470699970047","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470699970048","281470699970559","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699970560","281470699971839","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699971840","281470699972351","IN","India","Delhi","Delhi","28.66667","77.21667","110008","+05:30","91","011","220"
"281470699972352","281470699972607","IN","India","Delhi","New Delhi","28.63576","77.22445","110001","+05:30","91","011","214"
"281470699972608","281470699972863","IN","India","Telangana","Hyderabad","17.37528","78.47444","500018","+05:30","91","040","505"
"281470699972864","281470699973119","IN","India","Uttar Pradesh","Benares","25.33333","83","221010","+05:30","91","0542","77"
"281470699973120","281470699973887","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699973888","281470699974143","IN","India","West Bengal","Kolkata","22.56972","88.36972","700155","+05:30","91","033","10"
"281470699974144","281470699974399","IN","India","Tamil Nadu","Chennai","13.08784","80.27847","600009","+05:30","91","044","13"
"281470699974400","281470699974655","IN","India","Uttar Pradesh","Allahabad","25.45","81.85","211014","+05:30","91","0532","99"
"281470699974656","281470699975167","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699975168","281470699975935","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699975936","281470699976191","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699976192","281470699976447","IN","India","Gujarat","Surat","21.16667","72.83333","395005","+05:30","91","0261","6"
"281470699976448","281470699976703","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699976704","281470699976959","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699976960","281470699977215","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
"281470699977216","281470699978239","IN","India","Uttar Pradesh","Kanpur","26.46667","80.35","208024","+05:30","91","0512","136"
"281470699978240","281470699978751","IN","India","Maharashtra","Pune","18.51957","73.85535","412415","+05:30","91","020","557"
"281470699978752","281470699979775","IN","India","Maharashtra","Nagpur","21.15","79.1","440050","+05:30","91","0712","311"
"281470699979776","281470699980287","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699980288","281470699980799","IN","India","Madhya Pradesh","Indore","22.71792","75.8333","453463","+05:30","91","0731","548"
"281470699980800","281470699981311","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
"281470699981312","281470699981823","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699981824","281470699982847","IN","India","Uttar Pradesh","Benares","25.33333","83","221010","+05:30","91","0542","77"
"281470699982848","281470699983871","IN","India","Gujarat","Vadodara","22.3","73.2","390001","+05:30","91","0265","40"
"281470699983872","281470699984895","IN","India","Madhya Pradesh","Indore","22.71792","75.8333","453463","+05:30","91","0731","548"
"281470699984896","281470699985407","IN","India","Gujarat","Rajkot","22.3","70.78333","383235","+05:30","91","0281","138"
"281470699985408","281470699985663","IN","India","Gujarat","Surat","21.16667","72.83333","395005","+05:30","91","0261","6"
"281470699985664","281470699985919","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699985920","281470699987199","IN","India","Gujarat","Surat","21.16667","72.83333","395005","+05:30","91","0261","6"
"281470699987200","281470699987455","IN","India","Gujarat","Rajkot","22.3","70.78333","383235","+05:30","91","0281","138"
"281470699987456","281470699987711","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699987712","281470699987967","IN","India","Uttar Pradesh","Meerut","28.98333","77.7","250221","+05:30","91","0121","226"
"281470699987968","281470699988223","IN","India","Gujarat","Vadodara","22.3","73.2","390001","+05:30","91","0265","40"
"281470699988224","281470699988735","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699988736","281470699988991","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470699988992","281470699990015","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699990016","281470699990527","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699990528","281470699991039","IN","India","Gujarat","Ahmedabad","23.03333","72.61667","380028","+05:30","91","079","51"
"281470699991040","281470699991551","IN","India","Madhya Pradesh","Bhopal","23.26667","77.4","463120","+05:30","91","0755","501"
"281470699991552","281470699992063","IN","India","Maharashtra","Mumbai","19.01441","72.84794","400099","+05:30","91","022","12"
"281470699992064","281470699992319","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699992320","281470699992575","IN","India","Telangana","Hyderabad","17.37528","78.47444","500018","+05:30","91","040","505"
"281470699992576","281470699992831","IN","India","Madhya Pradesh","Indore","22.71792","75.8333","453463","+05:30","91","0731","548"
"281470699992832","281470699993087","IN","India","Delhi","Delhi","28.66667","77.21667","110008","+05:30","91","011","220"
"281470699993088","281470699994111","IN","India","Uttar Pradesh","Kanpur","26.46667","80.35","208024","+05:30","91","0512","136"
"281470699994112","281470699994367","IN","India","Maharashtra","Pune","18.51957","73.85535","412415","+05:30","91","020","557"
"281470699994368","281470699994623","IN","India","Telangana","Hyderabad","17.37528","78.47444","500018","+05:30","91","040","505"
"281470699994624","281470699994879","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699994880","281470699995135","IN","India","Uttar Pradesh","Kanpur","26.46667","80.35","208024","+05:30","91","0512","136"
"281470699995136","281470699995647","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470699995648","281470699995903","IN","India","Delhi","New Delhi","28.63576","77.22445","110001","+05:30","91","011","214"
"281470699995904","281470699996159","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470699996160","281470699996671","IN","India","Uttar Pradesh","Kanpur","26.46667","80.35","208024","+05:30","91","0512","136"
"281470699996672","281470699996927","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699996928","281470699997183","IN","India","Uttar Pradesh","Benares","25.33333","83","221010","+05:30","91","0542","77"
"281470699997184","281470699997695","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699997696","281470699997951","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
"281470699997952","281470699998207","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470699998208","281470699998719","IN","India","Gujarat","Ahmedabad","23.03333","72.61667","380028","+05:30","91","079","51"
"281470699998720","281470699999231","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470699999232","281470700001279","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470700001280","281470700001535","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700001536","281470700001791","IN","India","Tamil Nadu","Chennai","13.08784","80.27847","600009","+05:30","91","044","13"
"281470700001792","281470700002047","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700002048","281470700002303","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
"281470700002304","281470700002495","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700002496","281470700002559","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700002560","281470700002815","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
"281470700002816","281470700003071","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700003072","281470700003327","IN","India","Maharashtra","Vasai-Virar","19.47","72.8","400606","+05:30","91","0250"
"281470700003328","281470700003583","IN","India","Gujarat","Vadodara","22.3","73.2","390001","+05:30","91","0265","40"
"281470700003584","281470700003839","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700003840","281470700004095","IN","India","Karnataka","Bangalore","12.97623","77.60329","560018","+05:30","91","080","922"
"281470700004096","281470700004351","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700004352","281470700004607","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470700004608","281470700004863","IN","India","Delhi","New Delhi","28.63576","77.22445","110001","+05:30","91","011","214"
"281470700004864","281470700005375","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470700005376","281470700005631","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700005632","281470700005887","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470700005888","281470700006143","IN","India","Madhya Pradesh","Bhopal","23.26667","77.4","463120","+05:30","91","0755","501"
"281470700006144","281470700006399","IN","India","Tamil Nadu","Coimbatore","11","76.96667","641110","+05:30","91","0422","417"
"281470700006400","281470700006655","IN","India","Tamil Nadu","Chennai","13.08784","80.27847","600009","+05:30","91","044","13"
"281470700006656","281470700006911","IN","India","Uttar Pradesh","Kanpur","26.46667","80.35","208024","+05:30","91","0512","136"
"281470700006912","281470700007423","IN","India","Haryana","Gurgaon","28.46667","77.03333","122101","+05:30","91","0124","224"
"281470700007424","281470700007679","IN","India","Delhi","Delhi","28.66667","77.21667","110008","+05:30","91","011","220"
"281470700007680","281470700008191","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700008192","281470700008447","IN","India","Uttar Pradesh","Agra","27.18333","78.01667","282001","+05:30","91","0562","173"
"281470700008448","281470700008703","IN","India","Delhi","Delhi","28.66667","77.21667","110008","+05:30","91","011","220"
"281470700008704","281470700008959","IN","India","Uttar Pradesh","Noida","28.58","77.33","201301","+05:30","91","0120","203"
"281470700008960","281470700009215","IN","India","Maharashtra","Nagpur","21.15","79.1","440050","+05:30","91","0712","311"
"281470700009216","281470700009471","IN","India","Maharashtra","Pune","18.51957","73.85535","412415","+05:30","91","020","557"
"281470700009472","281470700009983","IN","India","Uttar Pradesh","Meerut","28.98333","77.7","250221","+05:30","91","0121","226"
"281470700009984","281470700010495","IN","India","Uttar Pradesh","Lucknow","26.85","80.91667","226001","+05:30","91","099","126"
